idx,type,character,sentence,prediction
1688,speech,ALAN,"MARGARET: Did you ever dream this is how we'd end up?
",surprise
1689,speech,ALAN,"In what way?
",neutral
1690,speech,MARGARET,"Well, so unhappy.",sadness
1691,speech,JESSICA,I certainly can't imagine we'd have gone through all this nonsense if Edwin had been here.,surprise
1692,speech,JESSICA,"All the tension, all the hate, the bitterness, the resentment just wouldn't have existed with him around.",anger
1693,speech,MARGARET,"Edwin didn't take those things away, he just covered them up well.",neutral
1694,speech,MARGARET,That's probably why we saw them so prominently when we went our separate ways.,neutral
1695,speech,MARGARET,"That's probably how we became so unhappy.
",sadness
1696,speech,ALAN,I don't think so.,neutral
1697,speech,ALAN,"We're not unhappy people, we're just not kids anymore.",sadness
1698,speech,ALAN,"That life we lived with Edwin meant none of us ever got used to growing up, and I don't think any of us really learned how to do it properly.",neutral
1699,speech,ALAN,"That's why in one way or another none of us knew how to cope.
",neutral
1700,speech,JESSICA,That's why I'm leaving Thomas.,sadness
1701,speech,JESSICA,I need to learn how to live for myself.,neutral
1702,speech,JESSICA,"Besides, he deserves someone who will treat him right.",neutral
1703,speech,JESSICA,I just hope my girls forgive me one day.,neutral
1704,consigne,,A car horn sounds.,
1705,speech,MARGARET,That's us.,neutral
1706,speech,MARGARET,"How about we try and meet up a little more regularly, and under better circumstances.
",neutral
1707,speech,JESSICA,"I'd like that.
",neutral
1708,speech,ALAN,Me too.,neutral
1709,speech,JESSICA,"Goodbye Clifton.
",sadness
1710,speech,MARGARET,"Goodbye.
",sadness
1711,speech,BARMAN,"Goodbye .
",sadness
1712,consigne,,JESSICA and MARGARET kiss ALAN on the cheek and exit.,
1713,speech,ALAN,I should think about making a move myself.,fear
1714,speech,BARMAN,"Care for a drink before you go sir?  
",fear
1715,speech,ALAN,Please.,neutral
1716,consigne,,"BARMAN brings over a glass of whiskey on a tray and puts it on the table. He stands next to ALAN. ALAN reaches into his inside pocket and pulls out a packet of cigarettes, he puts one in his mouth. He looks in several pockets for matches and pulls out a note.",
1717,speech,ALAN,"What's this? 
",surprise
1718,consigne,,Removes the cigarette. He reads the note to himself.,
1719,speech,ALAN,It's from Trevor.,neutral
1720,consigne,,He hands the note to BARMAN who reads it to himself.,
1721,speech,BARMAN,"Whatever does it mean sir?
",neutral
1722,consigne,,smiles,
1723,speech,ALAN,It means the Romans were right.,neutral
1724,speech,BARMAN,"sir?
",surprise
1725,consigne,,ALAN stands and moves over to the door.,
1726,speech,BARMAN,"Your drink sir?
",neutral
1727,consigne,,ALAN walks back to the table and picks up the glass. He holds it for a few seconds then puts it on BARMAN'92S tray.,
1728,speech,ALAN,I'm trying to cut down.,anger
1729,consigne,,ALAN walks over to the door and exits.,
1730,consigne,,Curtain falls.,
1731,consigne,,END,
